County,Area_name,Area_ID,Area_name_coord,Area_name_with_coord_or_not,Area_range,Area_plot_method,Ban,Ban_period,Publish_law,Transgress_law,Fishery_type,Conservation_type,Conservation_level
宜蘭縣,宜蘭保護魚礁禁漁區,10,"A點頭城鎮石城里縣界。
B點南澳鄉和平溪。以A、B兩點沿海岸線向外海延伸6000公尺處以內之水域範圍均屬之。",Yes,6000,AB線向外,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如需於保育區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需申請本府書面同意後，始可為之。",全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁；保護礁,多功能使用區
宜蘭縣,石城人工魚礁禁漁區,11,"24°57.466'N;121°56.548'E
以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之。",Yes,1000,半徑,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如需於保育區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需申請本府書面同意後，始可為之。",全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁,多功能使用區
宜蘭縣,石城海洋牧場禁漁區,12,"A點24°59'N;121°57.4'E;
B點24°57.2'N;121°55.7'E;頭城鎮石城縣界至大理蕃薯寮橋間海域A、B兩點連成一直線以西至海岸高潮帶水域均屬之。",24°59',n/a,AB線向外,1.除原經主管機關核准在海洋牧場區內經營定置漁業者得繼續經營外，非經主管機關同意之網具類船、筏及人員一律不得進入海洋牧場禁漁區內作業。2.如需於禁漁區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施需經管理單位書面同意後，始可為之。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,海洋牧場,多功能使用區
宜蘭縣,東澳海洋牧場禁漁區,13,"A點24°31.4'N;121°51.1'E;
B點24°30'N;121°50.8'E;蘇澳鎮東澳海域以A、B兩點所連成直線以西至海岸高潮帶水域均屬之。",Yes,n/a,AB線向外至海岸高潮帶水域均屬之。,1.除原經主管機關核准在海洋牧場區內經營定置漁業者得繼續經營外，非經主管機關同意之網具類船、筏及人員一律不得進入海洋牧場禁漁區內作業。2.如需於禁漁區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施需經管理單位書面同意後，始可為之。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,海洋牧場,多功能使用區
宜蘭縣,距岸三浬內,14,n/a,n/a,5556,n/a,1.使用燈火之漁船(含娛樂漁船)禁止在本縣距岸(不含龜山島)三浬以內作業。2.本縣距岸三浬以上十二浬以內海域，使用集漁燈燈光強度上限為水下燈燈光強度50千瓦及水上燈燈光強度50千瓦。,全年,漁業法第44條第4款,漁業法第65條第1項第5款,燈火,n/a,多功能使用區
宜蘭縣,東澳人工魚礁禁漁區,15,"N24°30.300'，E121°51.200'
以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。",Yes,926,半徑,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如需於保育區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需申請本府書面同意後，始可為之。",全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁；保護礁,多功能使用區
宜蘭縣,宜蘭縣水域,16,n/a,n/a,500,n/a,不得在距岸500公尺以內水域作業。,05/15-08/14,漁業法第9條、第14條、第37條、第44條第4款、第46條及第54條第5款,漁業法第10條及第65條第3、7款,?鱙,n/a,多功能使用區
宜蘭縣,600公尺、12浬內,17,n/a,n/a,600,n/a,"1.本縣行政轄區距岸600公尺海域範圍內，禁止使用刺網(含單層)採捕水產動植物。
2.本縣行政轄區海域禁止使用底刺網作業，並禁止攜帶底刺網具進出本縣各漁港。",全年,漁業法第44條第1項第4款及第9款,漁業法第10條及第65條第6款,網具類(刺網),n/a,多功能使用區
宜蘭縣,宜蘭縣海域_A,18,"A1:N24°54.00'，E121°59.00';A2:N24°54.00'，E122°02.00';A3:N24°49.00'，E122°02.00';A4:N24°49.00'，E121°59.00'
",Yes,n/a,ABCD內,"1.櫻花蝦漁船需經申請核准始得為之，總數以80艘為限、漁船需配備網位儀。
2.漁獲需於宜蘭縣大溪、梗枋、烏石及南方澳港卸貨公開拍賣。
3.漁獲混或超過15%應停止作業；禁漁期混獲櫻花蝦超過15%不得攜回及持有；非核准營業漁船漁季期間混獲超過10%不得攜回及持有。
4.應成立櫻花蝦產銷班。
5.作業應填繳卸魚聲明及漁撈日誌。
6.TAC為800噸，總漁獲量達TAC之90%由宜蘭縣政府公告第7日停止作業。",8/1-翌年1/31,漁業法第37條、第44條第4款及第54條第5款,漁業法第10條、第65條第1、3、6、7、8款、第68條,櫻花蝦,n/a,多功能使用區
宜蘭縣,宜蘭縣海域_B,19,B1:N24°49.00'，E121°54.00'、B2:N24°49.00'，E122°05.00'、B3:N24°45.00'，E122°05.00'、B4:N24°45.00'，E121°54.00',Yes,n/a,ABCD內,"1.櫻花蝦漁船需經申請核准始得為之，總數以80艘為限、漁船需配備網位儀。
2.漁獲需於宜蘭縣大溪、梗枋、烏石及南方澳港卸貨公開拍賣。
3.漁獲混或超過15%應停止作業；禁漁期混獲櫻花蝦超過15%不得攜回及持有；非核准營業漁船漁季期間混獲超過10%不得攜回及持有。
4.應成立櫻花蝦產銷班。
5.作業應填繳卸魚聲明及漁撈日誌。
6.TAC為800噸，總漁獲量達TAC之90%由宜蘭縣政府公告第7日停止作業。",8/1-翌年1/31,漁業法第37條、第44條第4款及第54條第5款,漁業法第10條、第65條第1、3、6、7、8款、第68條,櫻花蝦,n/a,多功能使用區
宜蘭縣,宜蘭縣海域_C,20,C1:N24°54.00'，E121°54.00'、C2:N24°52.00'，E121°54.00'、C1:N24°52.00'，E121°59.00'、A1:N24°54.00'，E121°59.00',Yes,n/a,ABCD內,"1.櫻花蝦漁船需經申請核准始得為之，總數以80艘為限、漁船需配備網位儀。
2.漁獲需於宜蘭縣大溪、梗枋、烏石及南方澳港卸貨公開拍賣。
3.漁獲混或超過15%應停止作業；禁漁期混獲櫻花蝦超過15%不得攜回及持有；非核准營業漁船漁季期間混獲超過10%不得攜回及持有。
4.應成立櫻花蝦產銷班。
5.作業應填繳卸魚聲明及漁撈日誌。
6.TAC為800噸，總漁獲量達TAC之90%由宜蘭縣政府公告第7日停止作業。",8/1-翌年1/31,漁業法第37條、第44條第4款及第54條第5款,漁業法第10條、第65條第1、3、6、7、8款、第68條,櫻花蝦,n/a,多功能使用區
宜蘭縣,宜蘭縣,21,n/a,n/a,n/a,n/a,自公告日起不受理他縣市籍漁業執照經營刺網漁業漁船(筏)轉籍至本縣之申請，若經由原主管機關變更漁業執照之經營漁業種類為非刺網漁業後，始得辦理轉入本縣之申請,全年,漁業法44條第1項第9款,n/a,網具類(刺網),n/a,多功能使用區
花蓮縣,花蓮縣海域,65,"崇德人工魚礁禁漁區：24°11'49""N；121°39'33""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,66,"順安人工魚礁禁漁區：24°05'30""N；121°37'10""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,67,"龜奄人工魚礁禁漁區：23°40'00""N；121°33'00""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,68,"石梯坪人工魚礁禁漁區：23°29'18""'N；121°30'18""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,69,"磯崎保護礁禁漁區：A點：23°43'30""N；121°33'30""EB點：23°44'00""N；121°33'48""E",Yes,1000,AB線左右,以A、B兩點所連成標示直線周圍1000公尺以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域距岸6浬內,70,n/a,n/a,11112,n/a,禁止五千瓦以上燈火漁業進入本縣六浬內海域作業。,全年,漁業法第44條第4款,漁業法第65條第5款或第10條,燈火,n/a,多功能使用區
花蓮縣,花蓮縣奇萊鼻海域,71,"奇萊鼻軍艦礁禁漁區:24°00'36""N;121°39'26""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣鹽寮海域,72,"鹽寮人工魚礁禁漁區:23°50'00""N;121°36'00""E",Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,73,「洄瀾1」中層人工浮魚礁:23°59.16'N;121°41.58'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺之範圍海域。水深40公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域,74,「洄瀾2」中層人工浮魚礁:24°11.76'N;121°41.46'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺之範圍海域。水深40公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,所有網具,人工魚礁,多功能使用區
花蓮縣,花蓮縣海域距岸500公尺以內,75,n/a,n/a,500,n/a,本縣所轄海域內不得在距岸500公尺以內水域作業。,06/01~08/31,漁業法第9條、第14條、第37條、第44條第4款、第46條及第54條第5款,漁業法第65條第3款或第7款,?鱙,n/a,多功能使用區
花蓮縣,花蓮縣海域,76,"鹽寮漁業資源保育區:A1:23°53'07.5""N;121°36'12.5""E。A2:23°53'07.5""N;121°36'19.6""E。A3:23°51'36.9""N;121°35'51.8""E。A4:23°51'36.9""N;121°35'58.9""E。",Yes,200,AB以南，CD以北,自本縣壽豐鄉鹽寮村台11線福德橋(A1)起至鹽寮橋(A3)止，由A1至A2連線以南，A3至A4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
花蓮縣,花蓮縣海域,77,"水璉漁業資源保育區:B1:23°43'29.4""N;121°33'23.6""E。B2:23°43'29.4""N;121°33'30.7""E。B3:23°43'00.6""N;121°32'57.9""E。B4:23°43'00.6""N;121°33'04.9""E。",Yes,200,AB以南，CD以北,自本縣壽豐鄉鹽寮村台11線水璉鼻(B1)起至20號橋(B3)止，由B1至B2連線以南，B3至B4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
花蓮縣,花蓮縣海域,78,"高山漁業資源保育區:C1:23°41'03.5""N;121°32'52.7""E。C2:23°41'03.5""N;121°32'59.8""E。C3:23°40'23.9""N;121°32'47.3""E。C4:23°40'23.9""N;121°32'54.3""E。",Yes,200,AB以南，CD以北,自本縣豐濱鄉磯崎村高山站牌(C1)起至新崎橋(C3)止，由C1至C2連線以南，C3至C4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
花蓮縣,花蓮縣海域,79,"小湖漁業資源保育區:D1:23°38'59.6""N;121°32'10.8""E。D2:23°38'59.6""N;121°32'17.8""E。D3:23°38'06.8""N;121°31'57.8""E。D4:23°38'06.8""N;121°32'04.9""E。",Yes,200,AB以南，CD以北,自本縣豐濱鄉新社村標示牌(D1)起沿台11線向南2公里(D3)止，由D1至D2連線以南，D3至D4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
花蓮縣,花蓮縣海域,80,"豐濱漁業資源保育區:E1:23°32'58.4""N;121°30'37.0""E。E2:23°32'58.4""N;121°30'44.1""E。E3:23°29'02.3""N;121°30'44.3""E。E4:23°29'02.3""N;121°30'51.4""E。",Yes,200,AB以南，CD以北,自本縣豐濱鄉台11線57K路標標示牌(E1)起至65K路標(E3)止，由E1至E2連線以南，E3至E4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
花蓮縣,花蓮縣海域,81,"石梯坪漁業資源保育區:F1:23°28'50.0""N;121°30'33.8""E。F2:23°28'50.0""N;121°30'40.9""E。F3:23°28'10.7""N;121°30'16.0""E。F4:23°28'10.7""N;121°30'23.1""E。",Yes,200,AB以南，CD以北,自本縣豐濱鄉港口村石梯坪標示牌(F1)起至向南延伸1.5公里(F3)止，由F1至F2連線以南，F3至F4連線以北，由低潮線向外海延伸200公尺之海域。全年禁止採捕龍蝦、九孔。,全年,漁業法第44條第4、9款及第45條,漁業法第65條第5款,n/a,漁業資源保育區,多功能使用區
金門縣,母嶼東南海域人工魚礁禁漁區,82,24°23.36'N;118°28.51'E以中心位置經緯度為中心，半徑500公尺範圍以內水域均屬之,Yes,500,半徑,"1.凡使用網具類漁具之漁船均不得進入禁漁區範圍內作業。
2.如需於保育區內投放或除去水產生物繁殖上所需之保護物，如人工魚礁、船礁或保護礁等人工設施，需申請本府書面同意後，始可為之。",全年,漁業法第44條第4、7款,漁業法第65條第5款或第10條,n/a,"人工魚礁
",多功能使用區
金門縣,金門古寧頭西北海域潮間帶鱟保育區,83,"A點:24°28'14.9""N;118°17'19.5""EB點:24°28'44.4""N;118°19'38.8""EC點:24°29'49.4""N;118°19'38.8""ED點:24°29'19.9""N;118°17'19.5""E",Yes,n/a,ABCD內,凡於公告保育範圍及保育期間內，不得以任何方式採捕保育之鱟，或從事破壞其棲息地環境之行為。如需於保育區內投放或除去水產生物繁殖上所需之保護物或進行學術之研究，須經本府書面同意後始可為之。,"99/1/1~
103/12/31",漁業法第45條及第44條第4、7款,漁業法第65條第5款及第8款,n/a,"人工魚礁
",多功能使用區
屏東縣,屏東縣海域,84,n/a,n/a,1852,n/a,不得在距岸1浬內以內水域作業。,每年1月1日至3月31日,漁業法第37條、第44條及第54條,漁業法第10條、第65條第1款、第5款及第7款,赤尾青蝦,n/a,多功能使用區
屏東縣,屏東縣海域,85,n/a,n/a,1852,n/a,不得在距岸1浬內以內水域作業。,每年6月1日至10月31日,漁業法第37條、第44條及第54條,漁業法第10條、第65條第1款、第5款及第7款,櫻花蝦,n/a,多功能使用區
屏東縣,屏東縣琉球海域,86,n/a,n/a,n/a,n/a,自100年6月1日起禁止主兼營刺網漁船（筏）轉籍至琉球地區及琉球地區漁船（筏）變更主兼營漁業為刺網。,n/a,漁業法第37條、第38條,n/a,n/a,n/a,多功能使用區
屏東縣,屏東縣琉球海域,87,n/a,n/a,5556,n/a,"1.自102年1月1日起，琉球鄉距岸三浬內海域禁止使用各類刺網作業並禁止攜帶各類刺網具進出琉球各漁港。非琉球籍刺網漁船倘為補給、避風及醫療等事項須進入琉球鄉各漁港，須經本府同意。
2.自公告日起，設籍琉球鄉漁船(筏)不再核發主(兼)營刺網漁業執照；領有主(兼)營刺網漁業執照之漁船(筏)不得轉籍至琉球鄉。",自102年1月1日起，全年,漁業法第14條、第44條,漁業法第65條第5款,n/a,n/a,多功能使用區
屏東縣,屏東縣琉球鄉大福海域,88,n/a,n/a,n/a,n/a,原大福西漁港港區內A、B、C、D所圍之水域，除經主管機關核准之學術研究或漁港管理外，禁止禁漁區範圍進行任何採捕或破壞水產動植物之行為。,全年,漁業法第44條第4款、第9款,漁業法第65條第5款,n/a,n/a,多功能使用區
屏東縣,屏東縣海域,89,n/a,n/a,22224,n/a,除為試驗研究目的，並經本府許可者外，不得使用集魚燈之焚寄網及扒網（俗稱三角虎）之魚具漁法於本縣距岸十二浬內海域作業捕魚。,全年,漁業法第44條第3款,漁業法第61條,燈火漁業,n/a,多功能使用區
屏東縣,屏東縣海域,90,n/a,n/a,n/a,n/a,除為試驗研究目的，並經本府許可者外，不得以任何方式於本縣落岸海域採捕珊瑚(含珊瑚礁)。,全年,漁業法第44條第1款,漁業法第60條第2項,珊瑚礁,珊瑚礁,多功能使用區
屏東縣,屏東縣車城外海,91,22°07'07''N;120°31'06''E,Yes,1852,半徑,設置表(中)層浮體人工魚礁試驗研究區，以經緯度為中心半徑1浬內,全年,漁業法第44條第9款,n/a,n/a,浮體人工魚礁試驗,多功能使用區
屏東縣,屏東縣琉球鄉南方海域,92,22°17'60''N;120°21'17''E,Yes,800,半徑,設置中層浮體人工魚礁試驗研究區，以經緯度為中心半徑800公尺內,全年,漁業法第44條第4款,n/a,n/a,浮體人工魚礁試驗,多功能使用區
屏東縣,屏東縣琉球鄉南方海域,93,22°16.5'N;120°19.59'E,Yes,800,半徑,設置表(中)層浮體人工魚礁試驗研究區，以經緯度為中心半徑800公尺內,全年,漁業法第44條第4款,n/a,n/a,浮體人工魚礁試驗,多功能使用區
屏東縣,屏東縣琉球鄉海域,94,21°19'06''N;120°17'07''E,Yes,801,半徑,設置表(中)層浮體人工魚礁試驗研究區，以經緯度為中心半徑800公尺內，禁止漁船、筏進入該區作業。,全年,漁業法第44條第9款,漁業法第65條第5款及第10條,n/a,浮體人工魚礁試驗,多功能使用區
屏東縣,林邊(第一)人工魚礁禁漁區,95,22°22'00''N;120°28'30''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,林邊(第二)人工魚礁禁漁區,96,22°22'30''N;120°28'00''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,林邊(第三)人工魚礁禁漁區,97,22°23'00''N;120°28'00''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,枋寮(第一)人工魚礁禁漁區,98,22°19'06''N;120°28'54''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,枋寮(第二)人工魚礁禁漁區,99,22°19'50''N;120°34'04''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,枋寮(第三)人工魚礁禁漁區,100,22°17'18''N;120°36'18''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,海口人工魚礁禁漁區,101,22°06'24''N;120°41'12''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,漁福村人工魚礁禁漁區,102,22°20'00''N;120°22'20''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,杉福村人工魚礁禁漁區,103,22°21'00''N;120°19'00''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,南灣人工魚礁禁漁區,104,21°56'42''N;120°46'00''E,Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。水深30公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,琉球龍蝦洞人工漁礁禁漁區,105,22°20.700'N;120°23.480'E,Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工魚礁、保護礁,多功能使用區
屏東縣,琉球(1)人工浮魚礁,106,22°19'N;120°11.2'E,Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。水深56公尺。,全年,漁業法第44條第9款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(2)人工浮魚礁,107,22°11.5'N;120°14.13'E,Yes,926,半徑,以中心位置經緯度為中心，半徑0.5浬範圍以內水域均屬之。水深56公尺。,全年,漁業法第44條第9款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,車城(一)人工浮魚礁禁漁區,108,22°06.4'N;120°27.5'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深60公尺。,全年,漁業法第44條第9款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,車城(二)人工浮魚礁禁漁區,109,22°01.2'N;120°23.1'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深60公尺。,全年,漁業法第44條第9款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(3)人工浮魚礁,110,22°08.4'N;120°29.3'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深60公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(一)人工浮魚礁禁漁區,111,21°52.50'N;120°31.85'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深40公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(4)人工浮魚礁,112,22°19.50'N;120°18.62'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深56公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(5)人工浮魚礁,113,22°11.25'N;120°19.32'E,Yes,800,半徑,以中心位置經緯度為中心，半徑800公尺範圍以內水域均屬之。水深45公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,南福村人工魚礁禁漁區,114,22°19'05''N;120°21'25''E,Yes,1000,半徑,以中心位置經緯度為中心，半徑1000公尺範圍以內水域均屬之,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(6)中層人工浮魚礁,115,22°07.75'N;120°24.20'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深49公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(7)中層人工浮魚礁,116,22°14.09'N;120°18.27'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深25公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(8)中層人工浮魚礁,117,22°13.73'N;120°11.72'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深25公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(2)中層人工浮魚礁,118,21°55.52'N;120°32.10'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深33公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(1)表層人工浮魚礁,119,22°17.46'N;120°21.83'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(2)表層人工浮魚礁,120,22°18.72'N;120°19.46'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(9)中層人工浮魚礁,121,22°20.6'N;120°20'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深30公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(10)中層人工浮魚礁,122,22°19.20'N;120°19.4'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深30公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(3)中層人工浮魚礁,123,21°50.11'N;120°36.81'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深75公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(11)中層人工浮魚礁,124,22°19'59''N;120°14'59''E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深50公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(4)中層人工浮魚礁,125,21°47'56''N;120°44'12''E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深50公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(5)中層人工浮魚礁,126,21°57'28''N;120°55'00''E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深50公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,恆春(6)中層人工浮魚礁,127,22°05'22''N;120°57'17''E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深50公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
屏東縣,琉球(12)中層人工浮魚礁,128,22°17.34'N;120°20.7'E,Yes,900,半徑,以中心位置經緯度為中心，半徑900公尺範圍以內水域均屬之。水深203公尺。,全年,漁業法第44條第4、7款,漁業法第65條第5款及第10條,所有網具,人工浮魚礁區,多功能使用區
